Chapter,PDF Page,Mark Number On Page,PDF X,PDF Y,Raster X,Raster Y,Bounding Box,Glyph Method,Vector Method,Raster Method,Raster Strict,Raster Broad,Confidence,Review Status,Text Type,Text ID,Shloka Number,Charan Number,Associated Word,Following Conjunct,First Consonant,Dvitva Candidate,Exception Status,Glyph Font,Glyph Color,Source Details,Dvitva Rule,Mapping Confidence,Dvitva Result,Anusvara Present,Anusvara Position,Anusvara Following Sound,Anusvara Guide Output,Anusvara Source,Anunasika Present
3,5,26,264.87,212.76,1471.5,1182.0,"[263.52, 210.42, 266.22, 215.1]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_159,32.0,2,विद्धि,द्ध,ध,द् + ध,,,,"[{""bbox"": [263.6960144042969, 210.7127685546875, 265.6647033691406, 214.88568115234375]}, {""bbox_px"": [1464, 1169, 1479, 1195], ""area"": 199}, {""bbox_px"": [1464, 1169, 1479, 1195], ""area"": 201}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,द्ध,no,,,,,no
3,5,27,213.93,213.66,1188.5,1187.0,"[212.58, 211.5, 215.28, 215.82]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_159,32.0,2,नष्टानचेतसः॥,ष्ट,ष,ष् + ष्ट,,,,"[{""bbox"": [212.81919860839844, 211.81637573242188, 214.78790283203125, 215.46136474609375]}, {""bbox_px"": [1182, 1175, 1196, 1198], ""area"": 136}, {""bbox_px"": [1181, 1175, 1196, 1199], ""area"": 178}]",SAME_FIRST_CONSONANT,0.9,ष्ष्ट,no,,,,,no
3,5,28,137.07,238.14,761.5,1323.0,"[135.72, 235.8, 138.42, 240.48]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_160,33.0,1,चेष्टते,ष्ट,ष,ष् + ष्ट,,,,"[{""bbox"": [135.8708038330078, 236.06246948242188, 137.83949279785156, 240.23538208007812]}, {""bbox_px"": [754, 1310, 768, 1336], ""area"": 175}, {""bbox_px"": [754, 1310, 769, 1336], ""area"": 203}]",SAME_FIRST_CONSONANT,0.9,ष्ष्ट,no,,,फ्,EXPLICIT_CANONICAL_NOTE,no
3,5,29,154.62,238.14,859.0,1323.0,"[153.36, 235.8, 155.88, 240.48]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_160,33.0,1,चेष्टते,स्व,स,स् + स्व,,,,"[{""bbox"": [153.4407958984375, 236.06246948242188, 155.40939331054688, 240.23538208007812]}, {""bbox_px"": [852, 1310, 866, 1336], ""area"": 156}, {""bbox_px"": [852, 1310, 866, 1336], ""area"": 178}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,स्स्व,no,,,फ्,EXPLICIT_CANONICAL_NOTE,no
3,5,30,175.68,238.14,976.0,1323.0,"[174.42, 235.8, 176.94, 240.48]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_160,33.0,1,स्वस्याः(फ्),स्य,स,स् + स्य,,,,"[{""bbox"": [174.50790405273438, 236.06246948242188, 176.47650146484375, 240.23538208007812]}, {""bbox_px"": [969, 1310, 983, 1336], ""area"": 156}, {""bbox_px"": [969, 1310, 983, 1336], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,स्स्य,no,,,,,no
3,5,31,129.96,259.47,722.0,1441.5,"[128.7, 257.04, 131.22, 261.9]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_160,33.0,2,यान्ति,न्त,न,न् + न्त,,,,"[{""bbox"": [128.8209991455078, 257.3738708496094, 130.78970336914062, 261.5467834472656]}, {""bbox_px"": [715, 1428, 729, 1455], ""area"": 154}, {""bbox_px"": [715, 1428, 729, 1455], ""area"": 179}]",SAME_FIRST_CONSONANT,0.9,न्न्त,no,,,,,no
3,5,32,199.89,259.47,1110.5,1441.5,"[198.54, 257.04, 201.24, 261.9]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_160,33.0,2,निग्रहः(ख्),ग्र,ग,ग् + ग्र,,,,"[{""bbox"": [198.7115020751953, 257.3738708496094, 200.68020629882812, 261.5467834472656]}, {""bbox_px"": [1103, 1428, 1118, 1455], ""area"": 201}, {""bbox_px"": [1103, 1428, 1118, 1455], ""area"": 207}]",SAME_FIRST_CONSONANT,0.9,ग्ग्र,no,,,,,no
3,5,33,296.55,259.47,1647.5,1441.5,"[295.2, 257.04, 297.9, 261.9]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_160,33.0,2,करिष्यति॥,ष्य,ष,ष् + ष्य,,,,"[{""bbox"": [295.3916015625, 257.3738708496094, 297.36029052734375, 261.5467834472656]}, {""bbox_px"": [1640, 1428, 1655, 1455], ""area"": 198}, {""bbox_px"": [1640, 1428, 1655, 1455], ""area"": 208}]",SAME_FIRST_CONSONANT,0.9,ष्ष्य,no,,,,,no
3,5,34,101.52,284.76,564.0,1582.0,"[100.26, 282.42, 102.78, 287.1]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_161,34.0,1,इन्द्रियस्येन्द्रियस्यार्थे,स्य,स,स् + स्य,,,,"[{""bbox"": [100.34649658203125, 282.63568115234375, 102.31510162353516, 286.8085632324219]}, {""bbox_px"": [557, 1569, 571, 1595], ""area"": 154}, {""bbox_px"": [557, 1569, 571, 1595], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,स्स्य,no,,,,,no
3,5,35,141.93,284.76,788.5,1582.0,"[140.58, 282.42, 143.28, 287.1]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_161,34.0,1,इन्द्रियस्येन्द्रियस्यार्थे,स्य,स,स् + स्य,,,,"[{""bbox"": [140.7613983154297, 282.63568115234375, 142.7301025390625, 286.8085632324219]}, {""bbox_px"": [781, 1569, 796, 1595], ""area"": 200}, {""bbox_px"": [781, 1569, 796, 1595], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,स्स्य,no,,,,,no
3,5,36,220.05,284.76,1222.5,1582.0,"[218.7, 282.42, 221.4, 287.1]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_161,34.0,1,रागद्वेषौ,द्व,द,द् + द्व,,,,"[{""bbox"": [218.90069580078125, 282.63568115234375, 220.86940002441406, 286.8085632324219]}, {""bbox_px"": [1215, 1569, 1230, 1595], ""area"": 199}, {""bbox_px"": [1215, 1569, 1230, 1595], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,द्द्व,no,,,,,no
3,5,37,242.82,284.76,1349.0,1582.0,"[241.56, 282.42, 244.08, 287.1]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_161,34.0,1,रागद्वेषौ,व्य,व,व् + व्य,,,,"[{""bbox"": [241.68020629882812, 282.63568115234375, 243.64889526367188, 286.8085632324219]}, {""bbox_px"": [1342, 1569, 1356, 1595], ""area"": 154}, {""bbox_px"": [1342, 1569, 1356, 1595], ""area"": 178}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,व्व्य,no,,,,,no
3,5,38,286.02,284.76,1589.0,1582.0,"[284.76, 282.42, 287.28, 287.1]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_161,34.0,1,व्यवस्थितौ।,स्थ,स,स् + स्थ,,,,"[{""bbox"": [284.86859130859375, 282.63568115234375, 286.8371887207031, 286.8085632324219]}, {""bbox_px"": [1582, 1569, 1596, 1595], ""area"": 154}, {""bbox_px"": [1582, 1569, 1596, 1595], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,स्स्थ,no,,,,,no
3,5,39,383.58,297.54,2131.0,1653.0,"[382.5, 294.3, 384.66, 300.78]",no,no,yes,yes,yes,0.79,DECORATION_REVIEW,DECORATION_CANDIDATE,CH03-P005-DECORATION,,,,,,,DECORATION_REVIEW,,,"[{""bbox_px"": [2125, 1635, 2137, 1671], ""area"": 184}, {""bbox_px"": [2125, 1635, 2137, 1671], ""area"": 190}]",,,,,,,,,
3,5,40,153.27,305.37,851.5,1696.5,"[151.92, 302.94, 154.62, 307.8]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_161,34.0,2,वशमागच्छेत्,च्छ,छ,च् + छ,,,,"[{""bbox"": [152.10000610351562, 303.3294677734375, 154.06869506835938, 307.50238037109375]}, {""bbox_px"": [844, 1684, 859, 1710], ""area"": 199}, {""bbox_px"": [844, 1683, 859, 1710], ""area"": 202}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,च्छ,no,,,,,no
3,5,41,231.84,305.37,1288.0,1696.5,"[230.58, 302.94, 233.1, 307.8]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_161,34.0,2,ह्यस्य,स्य,स,स् + स्य,,,,"[{""bbox"": [230.70269775390625, 303.3294677734375, 232.67140197753906, 307.50238037109375]}, {""bbox_px"": [1281, 1684, 1295, 1710], ""area"": 154}, {""bbox_px"": [1281, 1683, 1295, 1710], ""area"": 179}]",SAME_FIRST_CONSONANT,0.9,स्स्य,no,,,,,no
3,5,42,287.82,305.37,1599.0,1696.5,"[286.56, 302.94, 289.08, 307.8]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_161,34.0,2,परिपन्थिनौ॥,न्थ,न,न् + न्थ,,,,"[{""bbox"": [286.652099609375, 303.3294677734375, 288.62078857421875, 307.50238037109375]}, {""bbox_px"": [1592, 1684, 1606, 1710], ""area"": 152}, {""bbox_px"": [1592, 1683, 1606, 1710], ""area"": 158}]",SAME_FIRST_CONSONANT,0.9,न्न्थ,no,,,,,no
3,5,43,284.58,331.38,1581.0,1841.0,"[283.32, 329.04, 285.84, 333.72]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_162,35.0,1,परधर्मात्स्वनुष्ठितात्।,ष्ठ,ष,ष् + ष्ठ,,,,"[{""bbox"": [283.4429931640625, 329.28717041015625, 285.4117126464844, 333.4600830078125]}, {""bbox_px"": [1574, 1828, 1588, 1854], ""area"": 155}, {""bbox_px"": [1574, 1828, 1588, 1854], ""area"": 178}]",SAME_FIRST_CONSONANT,0.9,ष्ष्ठ,no,,,,,no
3,5,44,139.41,394.74,774.5,2193.0,"[138.06, 392.4, 140.76, 397.08]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_163,36.0,2,केन,प्र,प,प् + प्र,,,,"[{""bbox"": [138.2342987060547, 392.68145751953125, 140.2030029296875, 396.8543701171875]}, {""bbox_px"": [767, 2180, 782, 2206], ""area"": 200}, {""bbox_px"": [767, 2180, 782, 2206], ""area"": 200}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,प्प्र,yes,FINAL,,म्,EXPLICIT_CANONICAL_NOTE,no
3,5,45,115.65,395.01,642.5,2194.5,"[114.3, 392.58, 117.0, 397.44]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_163,36.0,2,प्रयुक्तोऽयं(म्),क्त,क,क् + क्त,,,,"[{""bbox"": [114.5468978881836, 392.9617919921875, 116.5156021118164, 397.1346740722656]}, {""bbox_px"": [636, 2182, 650, 2208], ""area"": 154}, {""bbox_px"": [635, 2181, 650, 2208], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,क्क्त,no,,,,,no
3,5,46,92.43,415.62,513.5,2309.0,"[91.08, 413.28, 93.78, 417.96]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_163,36.0,3,अनिच्छन्नपि,च्छ,छ,च् + छ,,,,"[{""bbox"": [91.32720184326172, 413.49688720703125, 93.2957992553711, 417.669677734375]}, {""bbox_px"": [507, 2296, 521, 2322], ""area"": 154}, {""bbox_px"": [506, 2296, 521, 2322], ""area"": 200}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,च्छ,no,,,,,no
3,5,47,128.52,458.64,714.0,2548.0,"[127.26, 456.3, 129.78, 460.98]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_164,37.0,2,एष,क्र,क,क् + क्र,,,,"[{""bbox"": [127.35070037841797, 456.57098388671875, 129.31939697265625, 460.743896484375]}, {""bbox_px"": [707, 2535, 721, 2561], ""area"": 156}, {""bbox_px"": [707, 2535, 721, 2561], ""area"": 156}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,क्क्र,no,,,,,no
3,5,48,293.76,458.64,1632.0,2548.0,"[292.5, 456.3, 295.02, 460.98]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_164,37.0,2,रजोगुणसमुद्भवः।,द्भ,द,द् + द्भ,,,,"[{""bbox"": [292.60198974609375, 456.57098388671875, 294.5707092285156, 460.743896484375]}, {""bbox_px"": [1625, 2535, 1639, 2561], ""area"": 156}, {""bbox_px"": [1625, 2535, 1639, 2561], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,द्द्भ,no,,,,,no
3,5,49,158.76,479.43,882.0,2663.5,"[157.5, 477.0, 160.02, 481.86]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_164,37.0,3,महापाप्मा,प्म,प,प् + प्म,,,,"[{""bbox"": [157.61570739746094, 477.3749694824219, 159.5843048095703, 481.5478820800781]}, {""bbox_px"": [875, 2651, 889, 2677], ""area"": 152}, {""bbox_px"": [875, 2650, 889, 2677], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,प्प्म,no,,,,,no
3,5,50,99.45,505.62,552.5,2809.0,"[98.1, 503.28, 100.8, 507.96]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_165,38.0,1,धूमेनाव्रियते,व्र,व,व् + व्र,,,,"[{""bbox"": [98.2406005859375, 503.5370788574219, 100.20929718017578, 507.7099609375]}, {""bbox_px"": [545, 2796, 559, 2822], ""area"": 152}, {""bbox_px"": [545, 2796, 560, 2822], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,व्व्र,no,,,,,no
3,5,51,91.71,526.23,509.5,2923.5,"[90.36, 523.8, 93.06, 528.66]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_165,38.0,2,यथोल्बेनावृतो,ल्ब,ल,ल् + ल्ब,,,,"[{""bbox"": [90.54429626464844, 524.1489868164062, 92.51290130615234, 528.32177734375]}, {""bbox_px"": [502, 2910, 517, 2937], ""area"": 201}, {""bbox_px"": [502, 2910, 517, 2937], ""area"": 208}]",SAME_FIRST_CONSONANT,0.9,ल्ल्ब,no,,,,,no
3,6,1,-29.099,33.062,-161.7,183.7,"[-36.332, 29.496, -21.866, 36.627]",no,yes,no,no,no,0.51,DECORATION_REVIEW,DECORATION_CANDIDATE,CH03-P006-DECORATION,,,,,,,DECORATION_REVIEW,,,"[{""bbox"": [-36.33190155029297, 29.495849609375, -21.8656005859375, 36.62725830078125], ""single_stroke"": true}]",,,,,,,,,
3,6,2,-46.965,38.318,-260.9,212.9,"[-54.198, 34.752, -39.731, 41.883]",no,yes,no,no,no,0.51,DECORATION_REVIEW,DECORATION_CANDIDATE,CH03-P006-DECORATION,,,,,,,DECORATION_REVIEW,,,"[{""bbox"": [-54.197898864746094, 34.75189208984375, -39.73149871826172, 41.88330078125], ""single_stroke"": true}]",,,,,,,,,
3,6,3,183.87,49.32,1021.5,274.0,"[182.52, 46.98, 185.22, 51.66]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_166,39.0,1,ज्ञानमेतेन,ज्ञ,ज,ज् + ज्ञ,,,,"[{""bbox"": [182.69520568847656, 47.26226806640625, 184.66380310058594, 51.4351806640625]}, {""bbox_px"": [1014, 261, 1029, 287], ""area"": 200}, {""bbox_px"": [1014, 261, 1029, 287], ""area"": 200}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,ज्ज्ञ,no,,,,,no
3,6,4,271.53,49.32,1508.5,274.0,"[270.18, 46.98, 272.88, 51.66]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_166,39.0,1,नित्यवैरिणा।,त्य,त,त् + त्य,,,,"[{""bbox"": [270.3110046386719, 47.26226806640625, 272.27960205078125, 51.4351806640625]}, {""bbox_px"": [1501, 261, 1515, 287], ""area"": 154}, {""bbox_px"": [1501, 261, 1516, 287], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,त्त्य,no,,,,,no
3,6,5,166.41,70.11,924.5,389.5,"[165.06, 67.68, 167.76, 72.54]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_166,39.0,2,कौन्तेय,न्त,न,न् + न्त,,,,"[{""bbox"": [165.21530151367188, 68.03765869140625, 167.1840057373047, 72.2105712890625]}, {""bbox_px"": [917, 376, 931, 403], ""area"": 179}, {""bbox_px"": [917, 376, 932, 403], ""area"": 205}]",SAME_FIRST_CONSONANT,0.9,न्न्त,no,,,,,no
3,6,6,221.67,70.11,1231.5,389.5,"[220.32, 67.68, 223.02, 72.54]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_166,39.0,2,दुष्पूरेणानलेन,ष्प,ष,ष् + ष्प,,,,"[{""bbox"": [220.5666046142578, 68.03765869140625, 222.53529357910156, 72.2105712890625]}, {""bbox_px"": [1225, 376, 1239, 403], ""area"": 154}, {""bbox_px"": [1224, 376, 1239, 403], ""area"": 203}]",SAME_FIRST_CONSONANT,0.9,ष्ष्प,no,,,,,no
3,6,7,171.0,96.12,950.0,534.0,"[169.74, 93.78, 172.26, 98.46]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_167,40.0,1,बुद्धि,द्ध,ध,द् + ध,,,,"[{""bbox"": [169.82020568847656, 94.00027465820312, 171.7888946533203, 98.17306518554688]}, {""bbox_px"": [943, 521, 957, 547], ""area"": 154}, {""bbox_px"": [943, 521, 957, 547], ""area"": 178}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,द्ध,no,,,,,no
3,6,8,232.11,96.12,1289.5,534.0,"[230.76, 93.78, 233.46, 98.46]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_167,40.0,1,अस्याधिष्ठानमुच्यते।,स्य,स,स् + स्य,,,,"[{""bbox"": [230.92640686035156, 94.00027465820312, 232.8950958251953, 98.17306518554688]}, {""bbox_px"": [1282, 521, 1297, 547], ""area"": 199}, {""bbox_px"": [1282, 521, 1297, 547], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,स्स्य,no,,,,,no
3,6,9,264.87,96.12,1471.5,534.0,"[263.52, 93.78, 266.22, 98.46]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_167,40.0,1,अस्याधिष्ठानमुच्यते।,ष्ठ,ष,ष् + ष्ठ,,,,"[{""bbox"": [263.74200439453125, 94.00027465820312, 265.7106018066406, 98.17306518554688]}, {""bbox_px"": [1465, 521, 1479, 547], ""area"": 176}, {""bbox_px"": [1464, 521, 1479, 547], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,ष्ष्ठ,no,,,,,no
3,6,10,294.66,96.12,1637.0,534.0,"[293.4, 93.78, 295.92, 98.46]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_167,40.0,1,अस्याधिष्ठानमुच्यते।,च्य,च,च् + च्य,,,,"[{""bbox"": [293.52020263671875, 94.00027465820312, 295.4888916015625, 98.17306518554688]}, {""bbox_px"": [1630, 521, 1644, 547], ""area"": 154}, {""bbox_px"": [1630, 521, 1644, 547], ""area"": 178}]",SAME_FIRST_CONSONANT,0.9,च्च्य,no,,,,,no
3,6,11,127.17,116.91,706.5,649.5,"[125.82, 114.48, 128.52, 119.34]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_167,40.0,2,एतैर्विमोहयत्येष,त्य,त,त् + त्य,,,,"[{""bbox"": [126.02269744873047, 114.81076049804688, 127.99130249023438, 118.98367309570312]}, {""bbox_px"": [699, 636, 714, 662], ""area"": 199}, {""bbox_px"": [699, 636, 714, 663], ""area"": 207}]",SAME_FIRST_CONSONANT,0.9,त्त्य,no,,,,,no
3,6,12,148.59,116.91,825.5,649.5,"[147.24, 114.48, 149.94, 119.34]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_167,40.0,2,एतैर्विमोहयत्येष,ज्ञ,ज,ज् + ज्ञ,,,,"[{""bbox"": [147.45970153808594, 114.81076049804688, 149.4282989501953, 118.98367309570312]}, {""bbox_px"": [818, 636, 833, 662], ""area"": 199}, {""bbox_px"": [818, 636, 833, 663], ""area"": 204}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,ज्ज्ञ,no,,,,,no
3,6,13,231.21,116.91,1284.5,649.5,"[229.86, 114.48, 232.56, 119.34]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_167,40.0,2,ज्ञानमावृत्य,त्य,त,त् + त्य,,,,"[{""bbox"": [230.09100341796875, 114.81076049804688, 232.0596923828125, 118.98367309570312]}, {""bbox_px"": [1278, 636, 1292, 662], ""area"": 175}, {""bbox_px"": [1277, 636, 1292, 663], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,त्त्य,no,,,,,no
3,6,14,152.55,142.47,847.5,791.5,"[151.2, 140.04, 153.9, 144.9]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_168,41.0,1,तस्मात्त्वमिन्द्रियाण्यादौ,स्म,स,स् + स्म,,,,"[{""bbox"": [151.3321075439453, 140.392578125, 153.30079650878906, 144.56546020507812]}, {""bbox_px"": [840, 778, 854, 805], ""area"": 154}, {""bbox_px"": [840, 778, 855, 805], ""area"": 204}]",SAME_FIRST_CONSONANT,0.9,स्स्म,no,,,,,no
3,6,15,76.41,142.65,424.5,792.5,"[75.06, 140.22, 77.76, 145.08]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_168,41.0,1,तस्मात्त्वमिन्द्रियाण्यादौ,ण्य,ण,ण् + ण्य,,,,"[{""bbox"": [75.26069641113281, 140.57485961914062, 77.22940063476562, 144.74777221679688]}, {""bbox_px"": [417, 779, 432, 806], ""area"": 200}, {""bbox_px"": [417, 779, 432, 806], ""area"": 207}]",SAME_FIRST_CONSONANT,0.9,ण्ण्य,no,,,,,no
3,6,16,236.25,142.83,1312.5,793.5,"[234.9, 140.4, 237.6, 145.26]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_168,41.0,1,नियम्य,म्य,म,म् + म्य,,,,"[{""bbox"": [235.0408935546875, 140.7421875, 237.00950622558594, 144.91497802734375]}, {""bbox_px"": [1305, 780, 1319, 807], ""area"": 154}, {""bbox_px"": [1305, 780, 1320, 807], ""area"": 204}]",SAME_FIRST_CONSONANT,0.9,म्म्य,no,,,,,no
3,6,17,80.37,163.44,446.5,908.0,"[79.02, 161.1, 81.72, 165.78]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_168,41.0,2,पाप्मानं(म्),प्म,प,प् + प्म,,,,"[{""bbox"": [79.2677001953125, 161.35906982421875, 81.23639678955078, 165.531982421875]}, {""bbox_px"": [440, 895, 454, 921], ""area"": 154}, {""bbox_px"": [439, 895, 454, 921], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,प्प्म,yes,FINAL,,म्,EXPLICIT_CANONICAL_NOTE,no
3,6,18,256.95,163.44,1427.5,908.0,"[255.6, 161.1, 258.3, 165.78]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_168,41.0,2,ज्ञानविज्ञाननाशनम्॥,ज्ञ,ज,ज् + ज्ञ,,,,"[{""bbox"": [255.74090576171875, 161.394775390625, 257.7095031738281, 165.56768798828125]}, {""bbox_px"": [1420, 895, 1434, 921], ""area"": 154}, {""bbox_px"": [1420, 895, 1435, 921], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,ज्ज्ञ,no,,,,,no
3,6,19,139.23,189.45,773.5,1052.5,"[137.88, 187.02, 140.58, 191.88]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_169,42.0,1,पराण्याहु,ण्य,ण,ण् + ण्य,,,,"[{""bbox"": [138.12939453125, 187.33346557617188, 140.0980987548828, 191.50637817382812]}, {""bbox_px"": [767, 1039, 781, 1065], ""area"": 154}, {""bbox_px"": [766, 1039, 781, 1066], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,ण्ण्य,no,,,,,no
3,6,20,224.73,189.45,1248.5,1052.5,"[223.38, 187.02, 226.08, 191.88]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_169,42.0,1,इन्द्रियेभ्यः(फ्),भ्य,भ,ब् + भ्य,,,,"[{""bbox"": [223.51690673828125, 187.33346557617188, 225.485595703125, 191.50637817382812]}, {""bbox_px"": [1241, 1039, 1255, 1065], ""area"": 154}, {""bbox_px"": [1241, 1039, 1256, 1066], ""area"": 202}]",VARGA_2_TO_1_OR_4_TO_3,0.9,ब्भ्य,no,,,,,no
3,6,21,96.75,209.88,537.5,1166.0,"[95.4, 207.54, 98.1, 212.22]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_169,42.0,2,मनसस्तु,स्त,स,स् + स्त,,,,"[{""bbox"": [95.63870239257812, 207.79428100585938, 97.6072998046875, 211.9671630859375]}, {""bbox_px"": [531, 1153, 545, 1179], ""area"": 152}, {""bbox_px"": [530, 1153, 545, 1179], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,स्स्त,no,,,,,no
3,6,22,148.41,209.88,824.5,1166.0,"[147.06, 207.54, 149.76, 212.22]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_169,42.0,2,बुद्धि,द्ध,ध,द् + ध,,,,"[{""bbox"": [147.29469299316406, 207.79428100585938, 149.26339721679688, 211.9671630859375]}, {""bbox_px"": [818, 1153, 832, 1179], ""area"": 152}, {""bbox_px"": [817, 1153, 832, 1179], ""area"": 202}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,द्ध,no,,,,,no
3,6,23,218.43,209.88,1213.5,1166.0,"[217.08, 207.54, 219.78, 212.22]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_169,42.0,2,बुद्धेः(फ्),द्ध,ध,द् + ध,,,,"[{""bbox"": [217.3184051513672, 207.79428100585938, 219.28709411621094, 211.9671630859375]}, {""bbox_px"": [1207, 1153, 1221, 1179], ""area"": 152}, {""bbox_px"": [1206, 1153, 1221, 1179], ""area"": 202}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,द्ध,no,,,,,no
