Chapter,PDF Page,Mark Number On Page,PDF X,PDF Y,Raster X,Raster Y,Bounding Box,Glyph Method,Vector Method,Raster Method,Raster Strict,Raster Broad,Confidence,Review Status,Text Type,Text ID,Shloka Number,Charan Number,Associated Word,Following Conjunct,First Consonant,Dvitva Candidate,Exception Status,Glyph Font,Glyph Color,Source Details,Dvitva Rule,Mapping Confidence,Dvitva Result,Anusvara Present,Anusvara Position,Anusvara Following Sound,Anusvara Guide Output,Anusvara Source,Anunasika Present
9,5,3,292.32,48.96,1624.0,272.0,"[291.06, 46.62, 293.58, 51.3]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_392,28.0,1,कर्मबन्धनैः।,न्ध,न,न् + न्ध,,,,"[{""bbox"": [291.1900939941406, 46.873046875, 293.1588134765625, 51.04595947265625]}, {""bbox_px"": [1617, 259, 1631, 285], ""area"": 154}, {""bbox_px"": [1617, 259, 1631, 285], ""area"": 180}]",SAME_FIRST_CONSONANT,0.9,न्न्ध,no,,,,,no
9,5,4,136.35,68.49,757.5,380.5,"[135.0, 66.06, 137.7, 70.92]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_392,28.0,2,सन्न्यासयोगयुक्तात्मा,क्त,क,क् + क्त,,,,"[{""bbox"": [135.14199829101562, 66.40325927734375, 137.11070251464844, 70.576171875]}, {""bbox_px"": [750, 367, 764, 394], ""area"": 154}, {""bbox_px"": [750, 367, 765, 394], ""area"": 204}]",SAME_FIRST_CONSONANT,0.9,क्क्त,no,,,,,no
9,5,5,218.88,68.85,1216.0,382.5,"[217.62, 66.42, 220.14, 71.28]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_392,28.0,2,सन्न्यासयोगयुक्तात्मा,त्म,त,त् + त्म,,,,"[{""bbox"": [217.72230529785156, 66.752197265625, 219.6909942626953, 70.925048828125]}, {""bbox_px"": [1209, 369, 1223, 395], ""area"": 152}, {""bbox_px"": [1209, 369, 1223, 396], ""area"": 155}]",SAME_FIRST_CONSONANT,0.9,त्त्म,no,,,,,no
9,5,6,292.68,68.85,1626.0,382.5,"[291.42, 66.42, 293.94, 71.28]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_392,28.0,2,विमुक्तो,क्त,क,क् + क्त,,,,"[{""bbox"": [291.5215148925781, 66.752197265625, 293.4901123046875, 70.925048828125]}, {""bbox_px"": [1619, 369, 1633, 395], ""area"": 152}, {""bbox_px"": [1619, 369, 1633, 396], ""area"": 155}]",SAME_FIRST_CONSONANT,0.9,क्क्त,no,,,,,no
9,5,7,156.15,69.21,867.5,384.5,"[154.8, 67.14, 157.5, 71.28]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_392,28.0,2,मामुपैष्यसि॥,ष्य,ष,ष् + ष्य,,,,"[{""bbox"": [154.98680114746094, 67.44384765625, 156.95550537109375, 71.0052490234375]}, {""bbox_px"": [860, 373, 875, 396], ""area"": 176}, {""bbox_px"": [860, 373, 875, 396], ""area"": 176}]",SAME_FIRST_CONSONANT,0.9,ष्ष्य,no,,,,,no
9,5,8,214.92,97.38,1194.0,541.0,"[213.66, 95.04, 216.18, 99.72]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_393,29.0,1,मे,द्व,द,द् + द्व,,,,"[{""bbox"": [213.76370239257812, 95.27438354492188, 215.73240661621094, 99.447265625]}, {""bbox_px"": [1187, 528, 1201, 554], ""area"": 155}, {""bbox_px"": [1187, 528, 1201, 554], ""area"": 156}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,द्द्व,no,,,,,no
9,5,9,228.78,97.38,1271.0,541.0,"[227.52, 95.04, 230.04, 99.72]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_393,29.0,1,द्वेष्योऽस्ति,ष्य,ष,ष् + ष्य,,,,"[{""bbox"": [227.62429809570312, 95.27438354492188, 229.59300231933594, 99.447265625]}, {""bbox_px"": [1264, 528, 1278, 554], ""area"": 155}, {""bbox_px"": [1264, 528, 1278, 554], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,ष्ष्य,no,,,,,no
9,5,10,246.06,97.38,1367.0,541.0,"[244.8, 95.04, 247.32, 99.72]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_393,29.0,1,द्वेष्योऽस्ति,स्त,स,स् + स्त,,,,"[{""bbox"": [244.90289306640625, 95.27438354492188, 246.87159729003906, 99.447265625]}, {""bbox_px"": [1360, 528, 1374, 554], ""area"": 156}, {""bbox_px"": [1360, 528, 1374, 554], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,स्स्त,no,,,,,no
9,5,11,286.56,97.38,1592.0,541.0,"[285.3, 95.04, 287.82, 99.72]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_393,29.0,1,न,प्र,प,प् + प्र,,,,"[{""bbox"": [285.4093933105469, 95.27438354492188, 287.37811279296875, 99.447265625]}, {""bbox_px"": [1585, 528, 1599, 554], ""area"": 155}, {""bbox_px"": [1585, 528, 1599, 554], ""area"": 156}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,प्प्र,no,,,,,no
9,5,12,101.34,116.1,563.0,645.0,"[100.08, 113.76, 102.6, 118.44]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_393,29.0,2,भजन्ति,न्त,न,न् + न्त,,,,"[{""bbox"": [100.1852035522461, 114.01626586914062, 102.15380096435547, 118.1890869140625]}, {""bbox_px"": [556, 632, 570, 658], ""area"": 156}, {""bbox_px"": [556, 632, 570, 658], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,न्न्त,no,,,,,no
9,5,13,286.56,116.1,1592.0,645.0,"[285.3, 113.76, 287.82, 118.44]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_393,29.0,2,चाप्यहम्॥,प्य,प,प् + प्य,,,,"[{""bbox"": [285.389892578125, 114.01626586914062, 287.3584899902344, 118.1890869140625]}, {""bbox_px"": [1585, 632, 1599, 658], ""area"": 156}, {""bbox_px"": [1585, 632, 1599, 658], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,प्प्य,no,,,,,no
9,5,14,121.32,145.98,674.0,811.0,"[120.06, 143.64, 122.58, 148.32]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_394,30.0,1,चेत्सुदुराचारो,त्स,त,त् + त्स,,,,"[{""bbox"": [120.15299987792969, 143.90866088867188, 122.12159729003906, 148.08157348632812]}, {""bbox_px"": [667, 798, 681, 824], ""area"": 156}, {""bbox_px"": [667, 798, 681, 824], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,त्त्स,no,,,,,no
9,5,15,278.19,145.98,1545.5,811.0,"[276.84, 143.64, 279.54, 148.32]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_394,30.0,1,मामनन्यभाक्।,न्य,न,न् + न्य,,,,"[{""bbox"": [276.9814147949219, 143.90866088867188, 278.9501037597656, 148.08157348632812]}, {""bbox_px"": [1538, 798, 1552, 824], ""area"": 153}, {""bbox_px"": [1538, 798, 1553, 824], ""area"": 203}]",SAME_FIRST_CONSONANT,0.9,न्न्य,no,,,,,no
9,5,16,153.09,164.52,850.5,914.0,"[151.74, 162.18, 154.44, 166.86]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_394,30.0,2,मन्तव्यः(स्),न्त,न,न् + न्त,,,,"[{""bbox"": [151.96389770507812, 162.46737670898438, 153.93260192871094, 166.6402587890625]}, {""bbox_px"": [844, 901, 858, 927], ""area"": 176}, {""bbox_px"": [843, 901, 858, 927], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,न्न्त,no,,,स्,EXPLICIT_CANONICAL_NOTE,no
9,5,17,210.87,165.33,1171.5,918.5,"[209.52, 162.9, 212.22, 167.76]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_394,30.0,2,मन्तव्यः(स्),व्य,व,व् + व्य,,,,"[{""bbox"": [209.74879455566406, 163.26937866210938, 211.7174072265625, 167.44216918945312]}, {""bbox_px"": [1165, 906, 1179, 932], ""area"": 176}, {""bbox_px"": [1164, 905, 1179, 932], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,व्व्य,,,,,,
9,5,18,139.95,166.77,777.5,926.5,"[138.6, 164.88, 141.3, 168.66]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_394,30.0,2,सम्यग्व्यवसितो,म्य,म,म् + म्य,,,,"[{""bbox"": [138.8094940185547, 165.17816162109375, 140.77810668945312, 168.31698608398438]}, {""bbox_px"": [770, 916, 785, 937], ""area"": 155}, {""bbox_px"": [770, 916, 785, 937], ""area"": 159}]",SAME_FIRST_CONSONANT,0.9,म्म्य,no,,,स्,EXPLICIT_CANONICAL_NOTE,no
9,5,19,168.21,191.79,934.5,1065.5,"[166.86, 189.72, 169.56, 193.86]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_395,31.0,1,क्षिप्रं(म्),प्र,प,प् + प्र,,,,"[{""bbox"": [167.04139709472656, 190.02078247070312, 169.01010131835938, 193.51248168945312]}, {""bbox_px"": [927, 1054, 942, 1077], ""area"": 169}, {""bbox_px"": [927, 1054, 942, 1077], ""area"": 176}]",SAME_FIRST_CONSONANT,0.9,प्प्र,no,,,,,no
9,5,20,82.35,194.22,457.5,1079.0,"[81.0, 191.88, 83.7, 196.56]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_395,31.0,1,धर्मात्मा,त्म,त,त् + त्म,,,,"[{""bbox"": [81.17350006103516, 192.15408325195312, 83.14209747314453, 196.32696533203125]}, {""bbox_px"": [450, 1066, 465, 1092], ""area"": 200}, {""bbox_px"": [450, 1066, 465, 1092], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,त्त्म,no,,,,,no
9,5,21,202.41,194.22,1124.5,1079.0,"[201.06, 191.88, 203.76, 196.56]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_395,31.0,1,शश्वच्छान्तिं(न्),श्व,श,श् + श्व,,,,"[{""bbox"": [201.2073974609375, 192.15408325195312, 203.1761016845703, 196.32696533203125]}, {""bbox_px"": [1117, 1066, 1131, 1092], ""area"": 152}, {""bbox_px"": [1117, 1066, 1132, 1092], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,श्श्व,,,,,,
9,5,22,211.23,194.22,1173.5,1079.0,"[209.88, 191.88, 212.58, 196.56]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_395,31.0,1,शश्वच्छान्तिं(न्),च्छ,छ,च् + छ,,,,"[{""bbox"": [210.02029418945312, 192.15408325195312, 211.98899841308594, 196.32696533203125]}, {""bbox_px"": [1166, 1066, 1180, 1092], ""area"": 153}, {""bbox_px"": [1166, 1066, 1181, 1092], ""area"": 201}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,च्छ,,,,,,
9,5,23,230.58,194.22,1281.0,1079.0,"[229.32, 191.88, 231.84, 196.56]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_395,31.0,1,शश्वच्छान्तिं(न्),न्त,न,न् + न्त,,,,"[{""bbox"": [229.4152069091797, 192.15408325195312, 231.38389587402344, 196.32696533203125]}, {""bbox_px"": [1274, 1066, 1288, 1092], ""area"": 156}, {""bbox_px"": [1274, 1066, 1288, 1092], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,न्न्त,,,,,,
9,5,24,290.07,194.22,1611.5,1079.0,"[288.72, 191.88, 291.42, 196.56]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_395,31.0,1,निगच्छति।,च्छ,छ,च् + छ,,,,"[{""bbox"": [288.9241027832031, 192.15408325195312, 290.8927917480469, 196.32696533203125]}, {""bbox_px"": [1604, 1066, 1619, 1092], ""area"": 200}, {""bbox_px"": [1604, 1066, 1619, 1092], ""area"": 201}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,च्छ,no,,,,,no
9,5,25,85.77,213.84,476.5,1188.0,"[84.42, 211.5, 87.12, 216.18]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_395,31.0,2,कौन्तेय,न्त,न,न् + न्त,,,,"[{""bbox"": [84.65750122070312, 211.71658325195312, 86.6261978149414, 215.88946533203125]}, {""bbox_px"": [470, 1175, 484, 1201], ""area"": 154}, {""bbox_px"": [469, 1175, 484, 1201], ""area"": 200}]",SAME_FIRST_CONSONANT,0.9,न्न्त,no,,,,,no
9,5,26,222.84,213.84,1238.0,1188.0,"[221.58, 211.5, 224.1, 216.18]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_395,31.0,2,कौन्तेय,प्र,प,प् + प्र,,,,"[{""bbox"": [221.70669555664062, 211.71658325195312, 223.67539978027344, 215.88946533203125]}, {""bbox_px"": [1231, 1175, 1245, 1201], ""area"": 154}, {""bbox_px"": [1231, 1175, 1245, 1201], ""area"": 177}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,प्प्र,no,,,फ्,EXPLICIT_CANONICAL_NOTE,no
9,5,27,289.35,213.84,1607.5,1188.0,"[288.0, 211.5, 290.7, 216.18]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_395,31.0,2,भक्तः(फ्),क्त,क,क् + क्त,,,,"[{""bbox"": [288.2225036621094, 211.71658325195312, 290.1911926269531, 215.88946533203125]}, {""bbox_px"": [1601, 1175, 1615, 1201], ""area"": 176}, {""bbox_px"": [1600, 1175, 1615, 1201], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,क्क्त,no,,,,,no
9,5,28,105.57,215.01,586.5,1194.5,"[104.22, 213.12, 106.92, 216.9]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_395,31.0,2,प्रणश्यति॥,श्य,श,श् + श्य,,,,"[{""bbox"": [104.39009857177734, 213.4765625, 106.35870361328125, 216.61538696289062]}, {""bbox_px"": [579, 1184, 594, 1205], ""area"": 153}, {""bbox_px"": [579, 1184, 594, 1205], ""area"": 159}]",SAME_FIRST_CONSONANT,0.9,श्श्य,no,,,,,no
9,5,29,137.07,241.65,761.5,1342.5,"[135.72, 239.76, 138.42, 243.54]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_396,32.0,1,पार्थ,व्य,व,व् + व्य,,,,"[{""bbox"": [135.93460083007812, 240.06976318359375, 137.9031982421875, 243.20858764648438]}, {""bbox_px"": [754, 1332, 769, 1353], ""area"": 155}, {""bbox_px"": [754, 1332, 769, 1353], ""area"": 159}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,व्व्य,no,,,,,no
9,5,30,164.79,243.81,915.5,1354.5,"[163.44, 241.38, 166.14, 246.24]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_396,32.0,1,व्यपाश्रित्य,श्र,श,श् + श्र,,,,"[{""bbox"": [163.6522979736328, 241.70455932617188, 165.62100219726562, 245.87747192382812]}, {""bbox_px"": [908, 1341, 923, 1367], ""area"": 200}, {""bbox_px"": [908, 1341, 923, 1368], ""area"": 205}]",SAME_FIRST_CONSONANT,0.9,श्श्र,no,,,,,no
9,5,31,179.19,243.81,995.5,1354.5,"[177.84, 241.38, 180.54, 246.24]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_396,32.0,1,व्यपाश्रित्य,त्य,त,त् + त्य,,,,"[{""bbox"": [178.05799865722656, 241.70455932617188, 180.02659606933594, 245.87747192382812]}, {""bbox_px"": [988, 1341, 1003, 1367], ""area"": 200}, {""bbox_px"": [988, 1341, 1003, 1368], ""area"": 204}]",SAME_FIRST_CONSONANT,0.9,त्त्य,no,,,,,no
9,5,32,225.72,243.81,1254.0,1354.5,"[224.46, 241.38, 226.98, 246.24]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_396,32.0,1,येऽपि,स्य,स,स् + स्य,,,,"[{""bbox"": [224.58900451660156, 241.70455932617188, 226.55760192871094, 245.87747192382812]}, {""bbox_px"": [1247, 1341, 1261, 1367], ""area"": 153}, {""bbox_px"": [1247, 1341, 1261, 1368], ""area"": 179}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,स्स्य,no,,,फ्,EXPLICIT_CANONICAL_NOTE,no
9,5,33,108.9,264.42,605.0,1469.0,"[107.64, 262.08, 110.16, 266.76]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_396,32.0,2,वैश्यास्तथा,श्य,श,श् + श्य,,,,"[{""bbox"": [107.76360321044922, 262.3279724121094, 109.7322998046875, 266.5008850097656]}, {""bbox_px"": [598, 1456, 612, 1482], ""area"": 155}, {""bbox_px"": [598, 1456, 612, 1482], ""area"": 178}]",SAME_FIRST_CONSONANT,0.9,श्श्य,no,,,,,no
9,5,34,125.28,264.42,696.0,1469.0,"[124.02, 262.08, 126.54, 266.76]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_396,32.0,2,वैश्यास्तथा,स्त,स,स् + स्त,,,,"[{""bbox"": [124.09259796142578, 262.3279724121094, 126.06120300292969, 266.5008850097656]}, {""bbox_px"": [689, 1456, 703, 1482], ""area"": 155}, {""bbox_px"": [689, 1456, 703, 1482], ""area"": 178}]",SAME_FIRST_CONSONANT,0.9,स्स्त,no,,,,,no
9,5,35,162.63,264.42,903.5,1469.0,"[161.28, 262.08, 163.98, 266.76]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_396,32.0,2,शूद्रा,द्र,द,द् + द्र,,,,"[{""bbox"": [161.41070556640625, 262.3279724121094, 163.37930297851562, 266.5008850097656]}, {""bbox_px"": [896, 1456, 910, 1482], ""area"": 153}, {""bbox_px"": [896, 1456, 911, 1482], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,द्द्र,no,,,,,no
9,5,36,238.59,265.14,1325.5,1473.0,"[237.24, 262.8, 239.94, 267.48]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_396,32.0,2,यान्ति,न्त,न,न् + न्त,,,,"[{""bbox"": [237.4897003173828, 263.13958740234375, 239.45840454101562, 267.1069641113281]}, {""bbox_px"": [1319, 1460, 1333, 1485], ""area"": 146}, {""bbox_px"": [1318, 1460, 1333, 1486], ""area"": 193}]",SAME_FIRST_CONSONANT,0.9,न्न्त,no,,,,,no
9,5,37,230.76,297.18,1282.0,1651.0,"[229.5, 294.84, 232.02, 299.52]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_397,33.0,1,पुण्या,ण्य,ण,ण् + ण्य,,,,"[{""bbox"": [229.5821990966797, 295.12738037109375, 231.5509033203125, 299.3002624511719]}, {""bbox_px"": [1275, 1638, 1289, 1664], ""area"": 154}, {""bbox_px"": [1275, 1638, 1289, 1664], ""area"": 178}]",SAME_FIRST_CONSONANT,0.9,ण्ण्य,no,,,,,no
9,5,38,290.88,297.18,1616.0,1651.0,"[289.62, 294.84, 292.14, 299.52]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_397,33.0,1,भक्ता,क्त,क,क् + क्त,,,,"[{""bbox"": [289.69769287109375, 295.0981750488281, 291.6662902832031, 299.2710876464844]}, {""bbox_px"": [1609, 1638, 1623, 1664], ""area"": 156}, {""bbox_px"": [1609, 1638, 1623, 1664], ""area"": 178}]",SAME_FIRST_CONSONANT,0.9,क्क्त,no,,,,,no
9,5,39,195.12,297.27,1084.0,1651.5,"[193.86, 294.84, 196.38, 299.7]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_397,33.0,1,राजर्षयस्तथा।,स्त,स,स् + स्त,,,,"[{""bbox"": [193.95950317382812, 295.2005615234375, 195.92820739746094, 299.37347412109375]}, {""bbox_px"": [1077, 1638, 1091, 1665], ""area"": 154}, {""bbox_px"": [1077, 1638, 1091, 1665], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,स्स्त,no,,,,,no
9,5,40,383.58,297.54,2131.0,1653.0,"[382.5, 294.3, 384.66, 300.78]",no,no,yes,yes,yes,0.79,DECORATION_REVIEW,DECORATION_CANDIDATE,CH09-P005-DECORATION,,,,,,,DECORATION_REVIEW,,,"[{""bbox_px"": [2125, 1635, 2137, 1671], ""area"": 184}, {""bbox_px"": [2125, 1635, 2137, 1671], ""area"": 190}]",,,,,,,,,
9,5,41,245.61,316.62,1364.5,1759.0,"[244.26, 314.28, 246.96, 318.96]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_397,33.0,2,अनित्यमसुखं(ल्ँ),त्य,त,त् + त्य,,,,"[{""bbox"": [244.43040466308594, 314.5535888671875, 246.3990020751953, 318.72637939453125]}, {""bbox_px"": [1357, 1746, 1372, 1772], ""area"": 199}, {""bbox_px"": [1357, 1746, 1372, 1772], ""area"": 200}]",SAME_FIRST_CONSONANT,0.9,त्त्य,no,,,,,no
9,5,42,281.07,316.62,1561.5,1759.0,"[279.72, 314.28, 282.42, 318.96]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_397,33.0,2,प्राप्य,प्य,प,प् + प्य,,,,"[{""bbox"": [279.9679870605469, 314.5535888671875, 281.93670654296875, 318.72637939453125]}, {""bbox_px"": [1555, 1746, 1569, 1772], ""area"": 154}, {""bbox_px"": [1554, 1746, 1569, 1772], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,प्प्य,no,,,,,no
9,5,43,92.43,316.98,513.5,1761.0,"[91.08, 314.64, 93.78, 319.32]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_397,33.0,2,भजस्व,स्व,स,स् + स्व,,,,"[{""bbox"": [91.25399780273438, 314.9146728515625, 93.22270202636719, 319.08758544921875]}, {""bbox_px"": [506, 1748, 521, 1774], ""area"": 200}, {""bbox_px"": [506, 1748, 521, 1774], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,स्स्व,yes,FINAL,,ल्ँ,EXPLICIT_CANONICAL_NOTE,yes
9,5,44,77.58,345.78,431.0,1921.0,"[76.32, 343.44, 78.84, 348.12]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_398,34.0,1,मन्मना,न्म,न,न् + न्म,,,,"[{""bbox"": [76.43109893798828, 343.7132568359375, 78.3998031616211, 347.88616943359375]}, {""bbox_px"": [424, 1908, 438, 1934], ""area"": 155}, {""bbox_px"": [424, 1908, 438, 1934], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,न्न्म,no,,,,,no
9,5,45,145.8,345.78,810.0,1921.0,"[144.54, 343.44, 147.06, 348.12]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_398,34.0,1,मद्भक्तो,द्भ,द,द् + द्भ,,,,"[{""bbox"": [144.647705078125, 343.7132568359375, 146.61639404296875, 347.88616943359375]}, {""bbox_px"": [803, 1908, 817, 1934], ""area"": 155}, {""bbox_px"": [803, 1908, 817, 1934], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,द्द्भ,no,,,,,no
9,5,46,157.41,345.78,874.5,1921.0,"[156.06, 343.44, 158.76, 348.12]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_398,34.0,1,मद्भक्तो,क्त,क,क् + क्त,,,,"[{""bbox"": [156.30409240722656, 343.7132568359375, 158.272705078125, 347.88616943359375]}, {""bbox_px"": [868, 1908, 882, 1934], ""area"": 154}, {""bbox_px"": [867, 1908, 882, 1934], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,क्क्त,no,,,,,no
9,5,47,197.55,345.78,1097.5,1921.0,"[196.2, 343.44, 198.9, 348.12]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_398,34.0,1,मद्याजी,द्य,द,द् + द्य,,,,"[{""bbox"": [196.3925018310547, 343.7132568359375, 198.36109924316406, 347.88616943359375]}, {""bbox_px"": [1090, 1908, 1105, 1934], ""area"": 200}, {""bbox_px"": [1090, 1908, 1105, 1934], ""area"": 200}]",SAME_FIRST_CONSONANT,0.9,द्द्य,no,,,,,no
9,5,48,290.61,345.78,1614.5,1921.0,"[289.26, 343.44, 291.96, 348.12]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_398,34.0,1,नमस्कुरु।,स्क,स,स् + स्क,,,,"[{""bbox"": [289.41900634765625, 343.7132568359375, 291.3876953125, 347.88616943359375]}, {""bbox_px"": [1607, 1908, 1621, 1934], ""area"": 175}, {""bbox_px"": [1607, 1908, 1622, 1934], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,स्स्क,no,,,,,no
9,5,49,101.25,365.94,562.5,2033.0,"[99.9, 363.6, 102.6, 368.28]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_398,34.0,2,मामेवैष्यसि,ष्य,ष,ष् + ष्य,,,,"[{""bbox"": [100.03800201416016, 363.8255615234375, 102.00669860839844, 367.99847412109375]}, {""bbox_px"": [555, 2020, 569, 2046], ""area"": 153}, {""bbox_px"": [555, 2020, 570, 2046], ""area"": 199}]",SAME_FIRST_CONSONANT,0.9,ष्ष्य,no,,,,,no
9,5,50,209.88,366.3,1166.0,2035.0,"[208.62, 363.96, 211.14, 368.64]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_398,34.0,2,आत्मानं(म्),त्म,त,त् + त्म,,,,"[{""bbox"": [208.6934051513672, 364.1807861328125, 210.66209411621094, 368.3536682128906]}, {""bbox_px"": [1159, 2022, 1173, 2048], ""area"": 154}, {""bbox_px"": [1159, 2022, 1173, 2048], ""area"": 178}]",SAME_FIRST_CONSONANT,0.9,त्त्म,yes,FINAL,,म्,EXPLICIT_CANONICAL_NOTE,no
9,5,51,273.33,366.3,1518.5,2035.0,"[271.98, 363.96, 274.68, 368.64]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_398,34.0,2,मत्परायणः॥,त्प,त,त् + त्प,,,,"[{""bbox"": [272.20709228515625, 364.1807861328125, 274.1756896972656, 368.3536682128906]}, {""bbox_px"": [1512, 2022, 1526, 2048], ""area"": 176}, {""bbox_px"": [1511, 2022, 1526, 2048], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,त्त्प,no,,,,,no
