"chapter","audio_file","shloka","charan","start_sec","end_sec","confidence","verified","status"
"2","CH02.mp3","17","1","323.8","328.2","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","17","2","328.2","332.5","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","17","3","332.5","336.5","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","17","4","336.5","341.2","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","18","","341.2","359","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","18","1","341.2","345.8","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","18","2","345.8","350.2","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","18","3","350.2","354.2","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","18","4","354.2","359","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","19","","359","376.6","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","19","1","359","363.5","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","19","2","363.5","367.8","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","19","3","367.8","371.8","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","19","4","371.8","376.6","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","20","","376.6","395.2","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","20","1","376.6","381.1","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","20","2","381.1","385.5","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","20","3","385.5","389.8","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","20","4","389.8","395.2","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","21","","395.2","413","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","21","1","395.2","399.8","0.99","True","AUTO_VERIFIED"
"2","CH02.mp3","21","2","399.8","404","0.99","True","AUTO_VERIFIED"
